LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
M04FQ2309NU00040,9/20,3/14,$13590.00,판,CS-230903.,VISY,KLB,125,VISY,CHISAN,27,22.65Mt,$600.00,"$13,590.00",MAEU233219610,SASNTA VANESSA,SUDU5602360,1X40FT,"₩1,317.90",12/9,1/8,1/15,1/18,"₩1,787,540.0",3/14,,https://drive.google.com/file/d/1ua1Seo44nGJkCh9ybfjgZ20HafjaMhpb/view?usp=sharing,https://drive.google.com/file/d/1K-7Y7cgGAWNEKKxN3eMUUDzdAfwU-H7k/view?usp=sharing,,,,23년09월,E2309048,,,9/3,TRUE
M079W2310NU00107,10/6,2/8,$38915.04,판,CS-230904.,APP,HI-BRITE,70,GILSTEAD PACIFIC,OKPNC,120,45.782Mt,$850.01,"$38,915.04",SIN3011315,MARCOPOLO,CAIU4963654,2X40FT,"₩1,329.24",10/31,11/24,11/28,12/29,"₩5,034,750.0",2/8,,https://drive.google.com/file/d/1_6bCH06NroO4VnYiTGCtcxrPXlsigovO/view?usp=sharing,https://drive.google.com/file/d/1Z3MtzdeVzos5PYFtngzM21r46af64dU-/view?usp=sharing,,,,23년09월,11/25,,,9/4,TRUE
,,,,제,CS-230905.,CPC,WF,52.3,TPPI,CHISAN,54,67.114Mt,$940.01,"$63,088.07",KMTCSEN0004888,SUNNY PALM,BMOU6248969,3X40FT,"₩1,361.50",11/1,11/2,11/2,11/28,"₩8,524,830.0",10/27,,https://drive.google.com/file/d/17FdJsYZMNk2xfIiaPb5Xfdoyext-orvc/view?usp=sharing,https://drive.google.com/file/d/15S7Q6dG45JlbuLi6QzL28Pzl5EW4GiAF/view?usp=sharing,,,,23년09월,"9/27 18.926.42
10/27 44,161.65",,,9/5,TRUE
,,,,제,CS-230906.,CPC,WF,64,TPPI,CHISAN,110,133.786Mt,$840.00,"$112,380.45",HASLJ03231000075,GLOBAL NUBIRA 1290W,SKHU9531510,6X40FT,"₩1,378.00",11/3,11/9,11/9,11/28,"₩15,182,140.0",10/24,,https://drive.google.com/file/d/1riYsHpb9_BOpnG9lKOq9d7-FFJzuTk1x/view?usp=sharing,https://drive.google.com/file/d/1fnvst6SNCenO9x1WxUaHTl7gwV6gRscA/view?usp=sharing,,,,23년09월,"9/27 33.521.04
10/24 78,859.41",,,9/6,TRUE
M079W2309NU00121,9/18,1/16,$125580.30,제,CS-230907.,APP,WF,70,GILSTEAD PACIFIC,CHISAN,126,161.0Mt,$780.00,"$125,580.30",045DA16914,WAN HAI 353,WHSU6685686,7X40FT,"₩1,330.85",10/4,11/4,11/3,11/28,"₩16,969,160.0",1/16,,https://drive.google.com/file/d/1aYY_5i7vbKNnNFd6hvMf-tWnFSmmyBs-/view?usp=sharing,https://drive.google.com/file/d/1BFDTs2CzNCPgSPzIOhviHWbprFVtVBlf/view?usp=sharing,,,,23년09월,,,,9/7,TRUE
M079W2309NU00107,9/18,1/16,$52586.08,제,CS-230908.,APP,WF,70,GILSTEAD PACIFIC,CHISAN,55,67.418Mt,$780.00,"$52,586.08",045DA17151,WAN HAI 353,WHSU5747063,3X40FT,"₩1,330.67",10/4,11/4,11/3,11/28,"₩7,105,740.0",1/16,,https://drive.google.com/file/d/1fLmWAkKsFqPkc59HVcyxDhELjA2oz-Bh/view?usp=sharing,https://drive.google.com/file/d/1Gna_Pe7qdIPmxKVGGJ54SiK0Yxgmtq6_/view?usp=sharing,,,,23년09월,,,,9/8,TRUE
M079W2309NU00114,9/18,1/11,$87305.59,제,CS-230909.,APP,COPY,80,GILSTEAD PACIFIC,CHISAN,104,111.93Mt,$780.00,"$87,305.59",045DA17152,WAN HAI 353,WHSU6791435,5X40FT,"₩1,317.55",10/4,11/4,11/4,11/28,"₩11,797,250.0",1/11,,https://drive.google.com/file/d/1AUUUpOGaJTBqdNq3yJ9lgi4xWCSuc9Vq/view?usp=sharing,https://drive.google.com/file/d/1KrWWoCCjszcVaAM_G_dNA3zTWfoLwdy4/view?usp=sharing,,,,23년09월,,,,9/9,TRUE
M04FQ2310NU00064,10/5,2/6,$18606.11,판,CS-230910.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,39,22.417Mt,$830.00,"$18,606.11",YMJAI202579736,KMTC SINGAPORE 2321N,YMMU6113300,1X40FT,"₩1,332.10",11/7,11/9,11/8,11/28,"₩2,527,120.0",2/6,,https://drive.google.com/file/d/1bbGFECDftm-DNYToG-9L51WXNPG-kbkL/view?usp=sharing,https://drive.google.com/file/d/1BUaHrIpp_b189uMdxFPsOI2BOHXMxSt0/view?usp=sharing,,,,23년09월,,,,9/10,TRUE
M04FQ2310NU00089,10/5,2/8,$18961.29,판,CS-230911.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,27,23.409Mt,$810.00,"$18,961.29",YMJAI202579748,KMTC SINGAPORE 2321N,FBLU0251544,1X40FT,"₩1,328.80",11/7,11/9,11/8,11/28,"₩2,575,100.0",2/8,,https://drive.google.com/file/d/1KK_37TPsTn9CICbuLBjrLPv-T18jJnhz/view?usp=sharing,https://drive.google.com/file/d/1uGc0BHocjOJJ2QUT-SapXU32XP0ga5pn/view?usp=sharing,,,,23년09월,,,,9/11,TRUE
M04FQ2310NU00096,10/5,1/31,$74302.92,판,CS-230912.1,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,55,91.732Mt,$810.00,"$74,302.92",YMJAI202579733,HANSA DUBURG,TEMU7669523,4X40FT,"₩1,332.50",10/30,11/4,11/6,11/28,"₩10,092,060.0",1/31,,https://drive.google.com/file/d/1yz2ry79nGgwrjhi5ffK0--Q4rAagaZi0/view?usp=sharing,https://drive.google.com/file/d/1bxPd_OmFbz_vGH3rw_Qi0JI6yLJN0k9i/view?usp=sharing,,,,23년09월,,,,9/12,TRUE
M04FQ2310NU00057,10/5,1/31,$33359.04,판,CS-230912.2,CHUNGHWA,WF,90,CHUNGHWA,CHISAN,26,41.184Mt,$810.00,"$33,359.04",YMJAI202579733,HANSA DUBURG,BEAU4901792,2X40FT,"₩1,332.50",10/30,11/4,11/6,11/28,"₩4,533,690.0",1/31,,https://drive.google.com/file/d/1cMMZSeefCurvk19Xdz8eqJVe3woVsQNs/view?usp=sharing,https://drive.google.com/file/d/1GFgcViXpJUUvBvYJSI8RUF05Z11oqfSa/view?usp=sharing,,,,23년09월,,,,9/13,TRUE
,,,,판,CS-230913.,CPC,WF,95,TPPI,CHISAN,39,43.164Mt,$840.00,"$36,257.73",HASLJ03231000085,GLOBAL NUBIRA 1292W,SKHU9603035,2X40FT,"₩1,307.90",11/14,11/23,11/24,12/29,"₩4,764,700.0",,,https://drive.google.com/file/d/1fDEmiF0zPkuXeH_Jsvcs6P7sHPcTjbM1/view?usp=sharing,https://drive.google.com/file/d/1E-vnvYkLAHxwj73H8Fk-V8AeE03dVvwS/view?usp=sharing,,,,23년09월,"10/4 10,877.32
11/7 25,380.41",,,9/14,TRUE
,,,,제,CS-230914.,NPI,FORM BOND,90,NPI,CHISAN,83,105.008Mt,$850.00,"$89,257.14",KMTCIWK0035314,SUNNY IRIS 2321W,BMOU6238066,5X40FT,"₩1,290.30",11/23,12/1,12/5,12/29,"₩11,812,980.0",,,https://drive.google.com/file/d/1zgXkzzm74hHKJMaeOCtLbg5qBbMemODn/view?usp=sharing,https://drive.google.com/file/d/1hIs3KjcQ9bdXSJMgizeYqIlP1-8aH-CS/view?usp=sharing,,,,23년09월,XJ-2011,,,9/15,TRUE
M079W2310NU00114,10/6,2/22,$38915.04,판,CS-230915.,APP,HI-BRITE,70,GILSTEAD PACIFIC,OKPNC,120,45.782Mt,$850.01,"$38,915.04",YMJAI450468305,YM CAPACITY,TCNU1849092,2X40FT,"₩1,331.76",11/15,11/26,12/18,1/18,"₩5,100,980.0",2/22,,https://drive.google.com/file/d/1p63Sd5yez6mXaaPF5FLN5qHrNXJxNGLl/view?usp=sharing,https://drive.google.com/file/d/1nKYzDU3f54qK5FNBU8d1HR5DIXJ7YNW3/view?usp=sharing,,,,23년09월,1800002820,,,9/16,TRUE
,,,,,CS-230916.,VISY,KLB,170,VISY,DONGJU,,66.0Mt,,,,,,,,,,,,,,,,,,,,23년09월,,,,9/17,TRUE
,,,,판,CS-230917.,OPT,NCR,,OPT,CHISAN,200,43.022Mt,$1518.98,"$65,349.75",KMTCLCH4538069,KMTC BANGKOK,KMTU9277083,2X40FT,"₩1,316.70",11/30,12/8,12/18,1/18,"₩8,666,950.0",12/13,,https://drive.google.com/file/d/1UWBFKA6SfBf5bPVflH5Ja4ca8EJpdLlc/view?usp=sharing,https://drive.google.com/file/d/1PdfJTtXS1veGWQSLKfCTvOrwaFAzoOUW/view?usp=sharing,,,,23년09월,OJ-5240,,,9/18,TRUE
M04FQ2309NU00032,9/18,1/29,$90631.82,제,CS-230918.,WESTROCK,MG KRAFT,47,CELLMARK,CHSIAN,113,67.889Mt,$1335.00,"$90,631.82",NAM6503146,SSA TERMINAL 18,CMAU7862927,3X40FT,"₩1,338.60",10/16,11/17,11/14,11/28,"₩11,872,040.0",1/29,,https://drive.google.com/file/d/1Lmmp272EMuTYWqqLP_7PxpINyoqsksOo/view?usp=sharing,https://drive.google.com/file/d/1Pzsoa6prtdniCatJlt4gMXWKXawTpk1n/view?usp=sharing,,,,23년09월,P35241,,,9/19,TRUE
OFFER,,,,판,CS-230919.,OPT,NCR,,OPT,청명전산,92,10.625Mt,$1650.54,"$17,536.95",CKCOLCH0034716,SKYRAINBOW,SEGU1918875,,,11/30,12/4,,,,,,https://drive.google.com/file/d/1avjnj4_gJfgVuAahQUNy0vxFNTVgE1xZ/view?usp=sharing,https://drive.google.com/file/d/1xKzAwqaVKjcyUwyotfFnlVn5iuM2GCeX/view?usp=sharing,,,,23년09월,OJ-5242,,,9/20,TRUE
,,,,판,CS-230920.,OPT,NCR,,OPT,청솔특수지,294,45.837Mt,$1526.82,"$69,984.99",CKCOLCH0034715,SKY RAINBOW,DRYU9952592,2X40FT,,11/30,12/4,,,,,,https://drive.google.com/file/d/10YkekvcsESjwPf4XUtblVHc6YK-dd8u-/view?usp=sharing,https://drive.google.com/file/d/1gp5rLyHn-3lro9n8qydbzj45DoGa9kpH/view?usp=sharing,,,,23년09월,OJ-5243,,,9/21,TRUE
,,,,제,CS-230921.,SNP,MGP,30/35,SNP,CHISAN,48,22.071Mt,$1200.00,"$26,485.20",SNKO190230901654,SAWASDEE SIRIUS,SKHU6203272,1X40FT,,10/17,10/25,,,,,,https://drive.google.com/file/d/1qna7EUc6UzIEeCZcOLdyvvd4c6nlhcNg/view?usp=sharing,https://drive.google.com/file/d/1tyuxkVo6Edh2TaRtW9CLNddLT3_tL4-9/view?usp=sharing,,,,23년09월,,,,9/22,TRUE
,,,,판,CS-230922.,OPT,THERMAL,62,OPT,신도,46,22.512Mt,$2118.55,"$47,692.80",CKCOLCH0034545,DONGJIN CONFIDENT,TGBU6440580,1X40FT,"₩1,293.10",11/20,11/28,11/30,12/29,"₩6,191,310.0",11/30,,https://drive.google.com/file/d/1tXLqIc_FYkxJGV2ROKhGPtY4mVb1l79M/view?usp=sharing,https://drive.google.com/file/d/1nJfkguIq-NopFx6tFF3_CKd_eHFajYqo/view?usp=sharing,,,,23년09월,OJ-5245,,,9/23,TRUE
,,,,판,CS-230923.,SNP,MGI,30,SNP,POSCO 2ND,36,21.931Mt,$1250.00,"$27,413.75",SNKO190231000334,KMTC PUSAN 2314N,SEKU4972576,1X40FT,"₩1,312.10",11/6,11/14,11/15,11/28,"₩3,590,980.0",,,https://drive.google.com/file/d/1k8cXHr99Bs6j98PrVY5lPVMVlhocCEh0/view?usp=sharing,https://drive.google.com/file/d/13HsQaDthx_eAXZFSmkC_iLxCaCJgQPWv/view?usp=sharing,,,,23년09월,510978012,,,9/24,TRUE
다이에이통관,,,,판,CS-230924.,SNP,MGT,35,SNP,CHISAN,33,22.621Mt,$1250.00,"$28,276.25",KMTCBKK3244627,STARSHIP AQUILA 2313N,GCXU5884606,1X40FT,"₩1,325.80",10/26,11/3,,,,,,https://drive.google.com/file/d/10i6gSp4DnCLPckW3A9k6u8UwCvXbl3tk/view?usp=sharing,https://drive.google.com/file/d/1xibJFA_NY86Np0B9aA3MVuFe7ekhkhOH/view?usp=sharing,,,,23년09월,,,,9/25,TRUE
,,,,판,CS-230925.,NPI,MG,40,NPI,CHISAN,84,20.63Mt,$1240.02,"$25,581.70",KMTCIWK0030214,SUNNY IRIS,FFAU1099821,1X40FT,"₩1,307.50",10/26,11/1,11/8,11/28,"₩3,506,720.0",11/7,,https://drive.google.com/file/d/1oCG8PaiqPEXrHVR4Rpou7lDT4n6X8xUb/view?usp=sharing,https://drive.google.com/file/d/1-PjQ5ZEpB7VYIVokse1w0TLJfxsdf3TK/view?usp=sharing,,,,23년09월,,,,9/26,TRUE
M04FQ2310NU00040,10/5,1/29,$19551.00,제,CS-230926.,CPC,KRAFT,60,MARUBENI,CHISANBIO,24,20.58Mt,$950.00,"$19,551.00",KMTCSEN0001877,SUNNY MAPLE,KMTU9277545,1X40FT,"₩1,338.60",10/25,11/2,11/3,11/28,"₩2,641,840.0",1/29,,https://drive.google.com/file/d/1ZOH5AZgh1Upd7gh6Myix6i5CG91AIQ_3/view?usp=sharing,https://drive.google.com/file/d/10D4ezybXTTyv-oWsC-ZqoZAIF2lfkCCo/view?usp=sharing,,,,23년09월,,,,9/27,TRUE
M04FQ2310NU00032,10/5,2/18,$30153.19,판,CS-230927.1,APP,UWK,117/137/157,GOLD EAST,CHISAN,46,33.318Mt,$905.01,"$30,153.19",TLTCICBH4541001,JIANG YUAN JI,DFSU3170977,2X20FT,"₩1,332.70",10/31,11/14,11/14,11/28,"₩4,018,960.0",2/19,,https://drive.google.com/file/d/1Ws07nSf39x5wjExMfVhLHvXscgCfydMU/view?usp=sharing,https://drive.google.com/file/d/1HbCFrSTgBCNVo1-wtHYIFIxzfBJwG73k/view?usp=sharing,,,,23년09월,GEKR2300019CC,,,9/28,TRUE
M04FQ2310NU00032,10/5,2/26,$33073.04,판,CS-230927.2,APP,UWK,117/137/157,GOLD EAST,CHISAN,40,37.583Mt,$880.00,"$33,073.04",TLTCICBH4561004,JIANG YUAN JI,FCIU6410044,"1X20FT
1X40FT","₩1,333.30",11/14,11/29,11/30,12/29,"₩4,381,470.0",2/26,,https://drive.google.com/file/d/1Ws07nSf39x5wjExMfVhLHvXscgCfydMU/view?usp=sharing,https://drive.google.com/file/d/1oPbJRBu2_Qg1WKyKIVXVUK60YdWYKIjT/view?usp=sharing,,,,23년09월,GEKR2300019CC-2,,,9/28,TRUE
M04FQ2310NU00071,10/5,1/29,$17713.08,제,CS-230928.,CHUNGHWA,WF,65,CHUNGHWA,,44,21.868Mt,$810.00,"$17,713.08",YMJAI202579738,HANSA FLENSBURG 080N,TCNU1986665,1X40FT,"₩1,338.60",10/29,11/2,11/6,11/28,"₩2,392,960.0",1/29,,https://drive.google.com/file/d/1-8up0OVtfVDFrRweDGhZS6kIKkOGYe4b/view?usp=sharing,https://drive.google.com/file/d/1Dtt2FYfE7rcupYo-5MdN4vmPTnnLdClI/view?usp=sharing,,,,23년09월,,,,9/29,TRUE
,,,,판,CS-230929.,SNP,MGI,30,SNP,POSCO 1ST,211,111.441Mt,$1250.00,"$139,301.25",KMTCBKK3245630,STARSHIP AQUILA,BEAU4870270,5X40FT,"₩1,358.30",10/26,11/3,11/2,11/28,"₩18,823,220.0",11/1,,https://drive.google.com/file/d/1vJ9Tfc6OUH_wtgzhkWB_DS54PEB6KfpZ/view?usp=sharing,https://drive.google.com/file/d/1zwHGwYGbgf5o3x5tigJ4liLDzvpVJNyr/view?usp=sharing,,,,23년09월,,,,9/30,TRUE
M04FQ2310NU00025,10/5,3/13,$12291.36,판,CS-230930.,VISY,KLB,150,VISY,우성,24,21.192Mt,$580.00,"$12,291.36",MAEU232218986,IKARIA,TRHU4667140,1X40FT,"₩1,312.00",12/5,1/3,1/2,1/18,"₩1,592,130.0",3/13,,https://drive.google.com/file/d/15A81lYpVSPsDfo9QAqcBDeXd7gHjF1TD/view?usp=sharing,https://drive.google.com/file/d/1RRagb3skqXWRVIXgqk_DTIUG2OWs_hrp/view?usp=sharing,,,,23년09월,E2309139,,,9/30,TRUE
,,,,,CS-231002.,VISY,KLB,170,VISY,DONGJU,,88.0Mt,,,,,,,,,,,,,,,,,,,,23년10월,,,,10/2,TRUE
,,,,,CS-231003.,VISY,KLB,440,VISY,DONGJU,,62.0Mt,,,,,,,,,,,,,,,,,,,,23년10월,,,,10/3,TRUE
,,,,판,CS-231004.,OJI FTEX,YELLOW RELEASE,74,OJI FTEX,한솔 엠티에스,22,20.68Mt,$1220.00,"$25,229.60",KMTCTMK0601300,SUNNY LAUREL,TXGU6054316,1X40FT,"₩1,301.10",11/11,11/21,11/24,12/29,"₩3,363,700.0",,,https://drive.google.com/file/d/1XavdILNeG7ZhZmOo29nxe480rc6MG2f9/view?usp=sharing,https://drive.google.com/file/d/1wpjEVoFl1WFn4OOiWMmj06-KzlPlrYg4/view?usp=sharing,,,,23년10월,XM-3002,,,10/4,TRUE
M04FQ2310NU00114,10/19,2/14,$24045.40,제,CS-231005.,CHUNGHWA,NCR,47,CHUNGHWA,CHISAN,23,22.06Mt,$1090.00,"$24,045.40",EGLV003302063311,EVER OBEY 0151,EITU9114517,1X40FT,"₩1,338.10",11/12,11/15,11/20,12/29,"₩3,173,070.0",2/14,,https://drive.google.com/file/d/1ufQ3q1lLoop_udYOgKZY-so6bHSaKbVn/view?usp=sharing,https://drive.google.com/file/d/1ArI_Gn7DFTtcWVn-G7WHNPm-LWc3-bjT/view?usp=sharing,,,,23년10월,DW231002,,,10/5,TRUE
,,,,판,CS-231006.,LINTEC,WHITE GP,50,LINTEC,CHISAN,176,43.742Mt,$1800.00,"$78,735.78",HB231200051,TY INCHEON 2332,TXGU6145165,2X40FT,"₩1,316.50",12/2,12/6,12/18,1/18,"₩10,417,750.0",2/13,,https://drive.google.com/file/d/1KyF-KkpctDX85e22SA1VBuUbgdJddGdR/view?usp=sharing,https://drive.google.com/file/d/1QnJnRX6YmBCkd0N51I7ugnZ9fZ0TJ4O4/view?usp=sharing,,,,23년10월,XZ-3067,,,10/6,TRUE
,,,,판,CS-231007.,LINTEC,BROWN GP,50,LINTEC,CHISAN,176,43.742Mt,$1800.00,"$78,735.78",HB231200051,TY INCHEON 2332,TXGU6145165,2X40FT,"₩1,316.50",12/2,12/6,12/18,1/18,"₩10,417,750.0",2/13,,https://drive.google.com/file/d/1Fu7uEzWiXhrsKSmYQn19C4xWrtPscV4i/view?usp=sharing,https://drive.google.com/file/d/1QnJnRX6YmBCkd0N51I7ugnZ9fZ0TJ4O4/view?usp=sharing,,,,23년10월,XZ-3068,,,10/7,TRUE
,,,,제,CS-231008.,NPI,FORM BOND,90,NPI,CHISAN,95,105.993Mt,$850.00,"$90,094.05",KMTCIWK0037396,TY INCHEON 2334W,FCIU7142584,5X40FT,"₩1,301.10",12/21,12/27,1/2,1/18,"₩11,912,440.0",1/2,,https://drive.google.com/file/d/1ljr_JUlnrkRuZs0MfLsXTPwv_nzuRBFi/view?usp=sharing,https://drive.google.com/file/d/1ki972HZrzJauO1B7oFN3nhyR74UuQhbq/view?usp=sharing,,,,23년10월,XJ-2013,,,10/8,TRUE
M079W2310NU00203,10/20,3/26,$90829.20,제,CS-231009.,APRIL,WF,70,GREENPOINT,CHISAN,96,103.215Mt,$880.00,"$90,829.20",091DA18794,WAN HAI 277,WHSU5543877,5X40FT,"₩1,342.15",12/21,1/2,1/2,1/18,"₩11,765,370.0",3/25,,https://drive.google.com/file/d/1JO4G5zLqaTDyBXSvalgJWeFNif5ePp0A/view?usp=sharing,https://drive.google.com/file/d/1kcAAZiq55iRhdoC7Pio7mHnW1vCkitJ9/view?usp=sharing,,,,23년10월,,,,10/9,TRUE
M079W2310NU00203,10/20,3/25,$55762.95,제,CS-231010.,APRIL,COPY,80,GREENPOINT,CHISAN,42,62.655Mt,$890.00,"$55,762.95",YMJAI450470167,YM CENTENNIAL 039N,FFAU1263072,2X40FT,"₩1,343.07",12/14,12/26,1/11,1/18,"₩7,666,070.0",3/25,,https://drive.google.com/file/d/1EpJS1NDtGUsRQwkgjyRWLSVVvS_IpMXm/view?usp=sharing,https://drive.google.com/file/d/10WkpYVeZn_5QCL6w_y9UWGF1y_Zg8pmW/view?usp=sharing,,,,23년10월,,,,10/10,TRUE
,,,,판,CS-231011.,HENGFENG,STRAW WRAPPING PApER,28,HENGFENG,CHISAN,24,12.795Mt,$1619.38,"$20,720.00",DOLIYY007E810,YONG YUE 11,DWSU2405705,1X40FT,,11/8,11/9,11/13,11/28,"₩2,719,570.0",,,https://drive.google.com/file/d/115rvuj0zQ0PYO3MvhKLFDJwnoTlWZgR_/view?usp=sharing,https://drive.google.com/file/d/1Fx4V2ckUrScadKalnA2IqaO0LmOi6OCW/view?usp=sharing,,,,23년10월,"10/16 6,216.00
10/24 14,504",,,10/11,TRUE
M04FQ2311NU00057,11/1,2/27,$54992.48,판,CS-231012.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,117,66.256Mt,$830.00,"$54,992.48",YMJAI202580953,YM INCREMENT,YMMU6415980,3X40FT,"₩1,333.20",11/24,11/28,12/5,12/29,"₩7,166,120.0",2/27,,https://drive.google.com/file/d/1B93xgXkbukyk4rEUVLsCqqF9X4nHUW3R/view?usp=sharing,https://drive.google.com/file/d/12NbHWBv-xpqA0MjXe35tV2c1XZBAPgkX/view?usp=sharing,,,,23년10월,DW231004,,,10/12,TRUE
M04FQ2311NU00040,11/1,2/27,$18961.29,제,CS-231013.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,27,23.409Mt,$810.00,"$18,961.29",YMJAI202580952,YM INCREMENT,MAGU5515003,1X40FT,"₩1,333.20",11/24,11/28,12/5,12/29,"₩2,470,410.0",2/27,,https://drive.google.com/file/d/17Hj1KY1IvO00qdzi_M_YDpl_gsF-7lBY/view?usp=sharing,https://drive.google.com/file/d/1JJ_HqcfwBMoHmQ7KWfONmZdOtrxosgy9/view?usp=sharing,,,,23년10월,DW231003,,,10/13,TRUE
M04FQ2311NU00025,11/1,2/22,$66694.59,판,CS-231014.1,CHUNGHWA,WF,90,CHUNGHWA,은광판지포장,52,82.339Mt,$810.00,"$66,694.59",YMJAI202580954,KMTC SINGGAPORE,CAIU7674953,4X40FT,"₩1,332.40",11/21,11/24,11/24,12/29,"₩8,817,030.0",2/22,,https://drive.google.com/file/d/12Jm6L42zF2FRcLGz4YrCZfWKMpvoSYW0/view?usp=sharing,https://drive.google.com/file/d/1sq3KrynRiMZk2B63eF2T6im4h13OWB6n/view?usp=sharing,,,,23년10월,DW231005,,,10/14,TRUE
M04FQ2311NU00025,11/1,2/27,$102904.02,판,CS-231014.2,CHUNGHWA,WF,95,CHUNGHWA,은광판지포장,76,127.042Mt,$810.00,"$102,904.02",YMJAI202580957,YM INCREMENT,BEAU4477690,6X40FT,"₩1,333.20",11/24,11/28,12/5,12/29,"₩13,414,530.0",2/27,,https://drive.google.com/file/d/12Jm6L42zF2FRcLGz4YrCZfWKMpvoSYW0/view?usp=sharing,https://drive.google.com/file/d/1JJA2WGFh-EPNWzJ5b_ogVQUrrNT9bPmB/view?usp=sharing,,,,23년10월,DW231006,,,10/14,TRUE
,,,,판,CS-231015.,OPT,NCR,,OPT,청솔특수지,78,44.875Mt,$1554.34,"$69,751.07",KMTCLCH4586527,KMTC NAGOYA 2401N,TCNU8852035,2X40FT,,1/9,1/17,,,,,,https://drive.google.com/file/d/1J8MOg3D1VEg_WBrI_hYLMUeOHEajSiKg/view?usp=sharing,https://drive.google.com/file/d/17THY_hlJLXzazmwoKTUxp1FGv1IUiThZ/view?usp=sharing,,,,23년10월,OJ-5251,,,10/15,TRUE
,,,,판,CS-231016.,OPT,NCR,,OPT,CHISAN,39,22.622Mt,$1505.03,"$34,046.86",KMTCLCH4581530,KMTC NAGOYA 2401N,BMOU6367274,1X40FT,"₩1,322.30",1/9,1/16,1/15,1/18,"₩4,528,770.0",,,https://drive.google.com/file/d/1u21vUEjmvn6yk10QWVy58t0zFRTo1fIZ/view?usp=sharing,https://drive.google.com/file/d/1Usx1lZwWZida4aPz1nj3xJVjou6jxb4O/view?usp=sharing,,,,23년10월,OJ-5252,,,10/16,TRUE
M04FQ2310NU00121,10/19,2/27,$75247.92,판,CS-231017.,APP,UWK,117,GOLD EAST,CHISAN,95,85.509Mt,$880.00,"$75,247.92",TLTCICBH4561005,JIANG YUAN JI 6,DFSU3157390,6X20FT,"₩1,333.30",11/14,11/29,11/30,12/29,"₩9,940,530.0",2/27,,https://drive.google.com/file/d/1U99_GfbzlF2XsFDv0IKvSUtf3sT4HwSu/view?usp=sharing,https://drive.google.com/file/d/1PGHxApOHS36If7z-Y79cSBhO8SRX1B6_/view?usp=sharing,,,,23년10월,GEKR2300020CC,,,10/17,TRUE
다이에이통관,,,,제,CS-231021.,SNP,MGP,30/35,SNP,CHISAN,103,44.223Mt,$1200.17,"$53,074.80",KMTCBKK3267478,PEGASUS PROTO 2311N,SEKU5223818,2X40FT,,11/21,11/30,,,,,,https://drive.google.com/file/d/1pU-RnN0-aUad8tknN_N3IPUvqQnuhO4D/view?usp=sharing,https://drive.google.com/file/d/1Gq3bdT1__Hl1uV05jWcrFLospdb64TTc/view?usp=sharing,,,,23년10월,,,,10/21,TRUE
다이에이통관,,,,판,CS-231022.,SNP,MGT,35,SNP,CHISAN,62,42.957Mt,$1250.00,"$53,696.25",KMTCBKK3264410,PEGASUS PROTO 2311N,TXGU5005805,2X40FT,,11/21,11/30,,,,,,https://drive.google.com/file/d/1LIa1PEk4vcn2T0UJ5kZtKtQNOPBLa1Ry/view?usp=sharing,https://drive.google.com/file/d/12lAU8BD7pN8VzxNwLg6iiEbK6zCcqWhQ/view?usp=sharing,,,,23년10월,,,,10/22,TRUE
M04FQ2310NU00160,10/25,4/10,$57894.90,제,CS-231023.,CPC,KRAFT,50,MARUBENI,CHISAN,64,60.942Mt,$950.00,"$57,894.90",NSSLKTAIC23Q0064,SUNNY CANNA V.2320W,NSSU7153295,3X40FT,"₩1,355.30",12/27,1/12,1/11,1/18,"₩7,682,970.0",4/9,,https://drive.google.com/file/d/1e2-SbldZbC8Jj-t-LuN_9ItXDwNV6EhU/view?usp=sharing,https://drive.google.com/file/d/1Iq_V7-Pri0nL3rCLtCQbAp9BkB5gvmbs/view?usp=sharing,,,,23년10월,OB-231001,,,10/23,TRUE
,,,,판,CS-231024.,SNP,MGI,30,SNP,POSCO 1ST,291,154.185Mt,$1250.00,"$192,731.25",SNKO190231003246,YANGTZE TRADER 2331N,SEKU4434122,7X40FT,"₩1,306.00",12/6,12/18,12/21,1/18,"₩25,263,210.0",12/22,,https://drive.google.com/file/d/1OETiYr5vFYki4_P-WrXl5O8bMFKFic9v/view?usp=sharing,https://drive.google.com/file/d/1rxdJ0sLquQFvzuiLfzwAMgta92BNwXsP/view?usp=sharing,,,,23년10월,510978087,,,10/24,TRUE
